titulo,tipo,categoria,descripcion,telefono,direccion,rating,cantidad_reviews,url,nivel_precio,quality_score,verificado,estado_actual,latitud,longitud
Tinta restaurante & bar,Restaurante,Restaurant,,5491158214406.0,"BHE, José A. Cabrera 5621, C1414 BHE, Cdad. Autónoma de Buenos Aires",4.4,1850,,moderate,33.10331777532339,True,close,-34.5854265,-58.4382862
Cervecería Valk Taproom,Bar,Bar,"VALK TAPROOM. Contamos con 25 canillas dónde podrán degustar una selección premium de cervezas artesanales, las mejores marcas en un mismo lugar.
Además de una buena carta de tragos. Vinos de la casa.
De nuestra cocina salen platos para picar, fríos o calientes, hamburguesas, pizzas, ensaladas, y los especiales de la casa.
Todo esto en un ambiente realmente agradable. Una planta baja con mesas en el interior y otras en vereda. Un 1er. piso con amplios ventanales, que permiten tener una vista privilegiada, donde además contamos con un hermoso jardín interno súper agradable y fresco.",,"Jorge Luis Borges 1654, C1414 Cdad. Autónoma de Buenos Aires",4.1,3195,https://m.facebook.com/valktaproom.com.ar/,moderate,33.085586758233276,True,open,-34.5882406,-58.4297762
Cajú cafe,Cafetería,Coffee shop,"Café de especialidad . Brunch, desayuno. Almuerzo y merienda",,"Aguirre 653, C1414 Cdad. Autónoma de Buenos Aires",4.7,1136,,,33.069897920627525,True,close,-34.596373899999996,-58.436729799999995
Thomas kitchen & Coffee,Restaurante,Restaurant,Somos un restaurante único en el barrio de Colegiales/Chacarita tenemos no sólo comida de1° nivel sino que además hacemos la mejor panadería y pizza de la zona.,5491125102569.0,"Av. Álvarez Thomas 284, C1426 Cdad. Autónoma de Buenos Aires",4.2,2599,https://instagram.com/thomaskitchencoffee?igshid=MzRlODBiNWFlZA==,moderate,33.02572024084021,True,open,-34.5817098,-58.4481877
On Tap Palermo,Bar,Brewpub,Cervecería con 15 canillas de los mejores productores artesanales del país.,5491133682705.0,"Costa Rica 5527, C1414 Cdad. Autónoma de Buenos Aires",4.2,2599,https://www.instagram.com/ontapbsas/,moderate,33.02572024084021,True,close,-34.5831297,-58.433917699999995
Amores Tintos - Soler,Bar,Restaurant,"Somos el único Restaurante Bar de Argentina con más de 25 canillas de vino tirado, acompañadas con platos que maridan perfectamente con la oferta de vinos, tanto de canillas como las botellas tradicionales. Además tenemos Gin Tonic tirado, Sidra tirada y Cervezas Artesanales de autor. Ambiente descontracturado, ideal para venir con amigos, familia, pareja. Contamos con más de 30 mesas en nuestra amplia vereda para disfrutar al aire libre y un acogedor salón. Te vas a enamorar de Amores Tintos.",,"Soler 4202, C1425 Cdad. Autónoma de Buenos Aires",4.6,1304,http://menu.fu.do/amoressoler,inexpensive,33.00020827088125,True,close,-34.5900903,-58.4205665
Le Pain Quotidien,Restaurante,Restaurant,"We’re a Belgian bakery and restaurant serving simple, wholesome and seasonal food. Le Pain Quotidien means “the daily bread” in French, and like our name suggests, we’re bakers at heart. Although our handmade, organic bread is how we got our start, we serve a variety of healthy options like organic coffee, pastries, eggs, tartines, soups, salads and desserts.

At Le Pain Quotidien, we believe that food should be simple, nourishing and delicious. That’s why we source ingredients that are local or organic whenever possible. We also believe in the importance of eating a healthy, plant-based diet, so you’ll find many vegetarian or vegan options on our menu.",5491147785031.0,"Arce 940, C1426 Cdad. Autónoma de Buenos Aires",4.4,1794,https://lepainquotidien.com/ar/stores/solar%20mall?utm_source=gmb&utm_medium=business-listing,expensive,32.96814532405847,True,open,-34.5673765,-58.4372148
Le Pain Quotidien,Cafetería,Restaurant,"We’re a Belgian bakery and restaurant serving simple, wholesome and seasonal food. Le Pain Quotidien means “the daily bread” in French, and like our name suggests, we’re bakers at heart. Although our handmade, organic bread is how we got our start, we serve a variety of healthy options like organic coffee, pastries, eggs, tartines, soups, salads and desserts.

At Le Pain Quotidien, we believe that food should be simple, nourishing and delicious. That’s why we source ingredients that are local or organic whenever possible. We also believe in the importance of eating a healthy, plant-based diet, so you’ll find many vegetarian or vegan options on our menu.",5491147785031.0,"Arce 940, C1426 Cdad. Autónoma de Buenos Aires",4.4,1794,https://lepainquotidien.com/ar/stores/solar%20mall?utm_source=gmb&utm_medium=business-listing,expensive,32.96814532405847,True,open,-34.5673765,-58.4372148
Tea Connection,Restaurante,Restaurant,,,"Av. Raúl Scalabrini Ortiz 3195, C1425DBM Cdad. Autónoma de Buenos Aires",4.4,1784,http://www.teaconnection.com.ar/,moderate,32.943564254540455,True,close,-34.5800075,-58.4097522
La Calle Bar,Bar,Bar,"Cocktails & pizzas dished up in a trendy, industrial-style haunt with a happening vibe.",5491127907741.0,"Cnel. Niceto Vega 4942, C1414 Cdad. Autónoma de Buenos Aires",4.1,3040,http://www.lacallebar.com/,moderate,32.881760919477195,True,close,-34.5913464,-58.4331681
Tea Connection Gorostiaga,Restaurante,Restaurant,,5491147765989.0,"Migueletes 996, C1426 Cdad. Autónoma de Buenos Aires",4.2,2510,http://www.teaconnection.com.ar/,moderate,32.87943270846186,True,close,-34.5653601,-58.4362077
Praline BA,Cafetería,Restaurant,"Somos un restaurante y bakery en Buenos Aires que ofrece una experiencia completa: pastelería artesanal, café de especialidad y deliciosas opciones para almorzar. Ideal para quienes buscan calidad y sabor en cada bocado.",5491159928088.0,"Gorostiaga 1833, C1425 Cdad. Autónoma de Buenos Aires",4.4,1752,http://www.pralinecakes.com/,moderate,32.86396909365343,True,close,-34.5669669,-58.4379406
LAB. Training Center & Coffee Shop,Cafetería,Coffee shop,,5491164657008.0,"C1414CTN, Humboldt 1542, C1414CTN Buenos Aires",4.4,1741,https://shop.labcafe.com.ar/,moderate,32.83627229261477,True,close,-34.5860009,-58.4368973
Parrilla Don Hugo,Restaurante,Grill,"parrilla clasica argentina con mas de veinte años de experiencia, ideal para llevar a la familia o cena con amigos",5491145544329.0,"Virrey Loreto 3499, C1426 Cdad. Autónoma de Buenos Aires",4.3,2069,,moderate,32.83180671091548,True,close,-34.577065399999995,-58.4576686
Parrilla Don Hugo,Bar,Grill,"parrilla clasica argentina con mas de veinte años de experiencia, ideal para llevar a la familia o cena con amigos",5491145544329.0,"Virrey Loreto 3499, C1426 Cdad. Autónoma de Buenos Aires",4.3,2069,,moderate,32.83180671091548,True,close,-34.577065399999995,-58.4576686
Le Blé,Cafetería,Coffee shop,,5491148542616.0,"Av. Dorrego 999, C1414CKE Cdad. Autónoma de Buenos Aires",4.1,3003,http://www.leble.com.ar/,moderate,32.8315700528245,True,open,-34.5901487,-58.4462384
La Ferneteria (Palermo Soho),Restaurante,Bar,"Lively, offbeat bar in a warehouse-like setting offering Italian dishes, craft drinks & DJs.",,"Serrano 1349, C1414 Cdad. Autónoma de Buenos Aires, Argentina",3.9,4491,http://www.laferneteria.com/,moderate,32.799207931847505,True,close,-34.5905923,-58.4325941
La Ferneteria (Palermo Soho),Bar,Bar,"Lively, offbeat bar in a warehouse-like setting offering Italian dishes, craft drinks & DJs.",,"Serrano 1349, C1414 Cdad. Autónoma de Buenos Aires, Argentina",3.9,4491,http://www.laferneteria.com/,moderate,32.799207931847505,True,close,-34.5905923,-58.4325941
SushiClub Las Cañitas,Restaurante,Sushi restaurant,,5491152637253.0,"Báez 268, C1426 Cdad. Autónoma de Buenos Aires",4.2,2461,https://www.sushiclub.com.ar/,moderate,32.796663088326476,True,open,-34.572400099999996,-58.4308493
Norte Restaurant,Restaurante,Restaurant,"Established, family-operated eatery offering classic Spanish dishes, global fare & a warm vibe.",5491148251275.0,"Arenales 2600, C1425 Cdad. Autónoma de Buenos Aires",4.3,2034,http://www.restaurantnorte.com.ar/,moderate,32.758479720869786,True,close,-34.5930451,-58.4029751
Williamsburg Infanta,Bar,Hamburger restaurant,,,"Av. del Libertador 3883, C1425ABL Cdad. Autónoma de Buenos Aires",3.9,4415,,moderate,32.73265939303203,True,close,-34.5712026,-58.4223489
El Chiri de Villa Kreplaj,Restaurante,Restaurant,,5491148003746.0,"Juan Ramírez de Velasco 701, C1414 Cdad. Autónoma de Buenos Aires",4.3,2021,http://menu.fu.do/elchiridevillakreplaj,moderate,32.730922318195795,True,open,-34.5964658,-58.4383402
MÖOI,Restaurante,Restaurant,,5491124696475.0,"Av. Infanta Isabel 110, C1425 Cdad. Autónoma de Buenos Aires",4.0,3566,http://www.mooirestaurant.com.ar/,moderate,32.71792074143556,True,close,-34.5701537,-58.421383299999995
LABOR Rotisería & Provisiones,Restaurante,Restaurant,"Especialidad en carnes ahumadas y grill a leña, para consumir en el local o para llevar.",5491145550615.0,"Cap. Gral. Ramón Freire 1501, C1426 Cdad. Autónoma de Buenos Aires",4.3,2006,https://instagram.com/laborcocina?igshid=1cxoe86n7xlnr,moderate,32.69890429982425,True,close,-34.572322299999996,-58.4580266
Cosi Mi Piace,Bar,Pizza restaurant,,5491148317176.0,"El Salvador 4622, C1414 Cdad. Autónoma de Buenos Aires",4.1,2897,https://www.instagram.com/cosimipiaceok?igsh=M2FxeXc4dDBjbjBh,moderate,32.684282103810574,True,close,-34.5899815,-58.4264872
Esquina Libertad,Bar,Live music bar,"Bar restaurante, cervezas, tragos , vinos , hamburguesas, pizzas, milanesa napolitana, picadas, tortillas y papas fritas.",5491122470752.0,"Uriarte 1501, C1414 Cdad. Autónoma de Buenos Aires",4.3,1990,https://es-la.facebook.com/esquinalibertadbar/,moderate,32.66448690747604,True,close,-34.5881602,-58.4328581
Birkin,Cafetería,Cafe,Cafetería.,5491148437470.0,"República Árabe Siria 3061, C1425 Cdad. Autónoma de Buenos Aires",4.1,2880,https://www.facebook.com/birkincafe/,moderate,32.66016021384657,True,close,-34.5804397,-58.4132052
Birkin,Restaurante,Cafe,Cafetería.,5491148437470.0,"República Árabe Siria 3061, C1425 Cdad. Autónoma de Buenos Aires",4.1,2880,https://www.facebook.com/birkincafe/,moderate,32.66016021384657,True,close,-34.5804397,-58.4132052
LUDLOW coffee house,Cafetería,Coffee shop,Cafetería de especialidad,,"Fitz Roy 2353, C1425FVE C1425FVE, Cdad. Autónoma de Buenos Aires",4.9,776,,inexpensive,32.611657716801474,True,close,-34.5790678,-58.430301699999994
Cafetería Titola,Cafetería,Coffee shop,Elaboración casera con ingredientes frescos y naturales.,5491145550807.0,"Zapiola 1499, C1426AUC Cdad. Autónoma de Buenos Aires",4.3,1962,http://www.facebook.com/TitolaBistro,inexpensive,32.60358553538878,True,close,-34.571390199999996,-58.456955699999995
Oli,Cafetería,Restaurant,"OLI es el primer restaurante de Olivia Saal. Ofrece una gran oferta de Pastelería y una amplia carta de almuerzos, desayunos y meriendas. Su especialidad son las medialunas, reivindicando el famoso producto del Rio de la Plata a su origen criollo.",5491150997146.0,"Costa Rica 6020, C1414 Cdad. Autónoma de Buenos Aires",4.2,2343,https://olibuenosaires.com/,,32.590379432926994,True,close,-34.5793295,-58.4391353
El Taller Arte & Café,Restaurante,Restaurant,"Restaurante Coctelería Vinos
Desayunos Meriendas y Brunch
almuerzos y cenas
Cervezas y picadas",,"Serrano 1595, C1414 Cdad. Autónoma de Buenos Aires",4.2,2343,https://instagram.com/el.tallerserrano?utm_medium=copy_link,,32.590379432926994,True,open,-34.589003,-58.4299857
Oli,Restaurante,Restaurant,"OLI es el primer restaurante de Olivia Saal. Ofrece una gran oferta de Pastelería y una amplia carta de almuerzos, desayunos y meriendas. Su especialidad son las medialunas, reivindicando el famoso producto del Rio de la Plata a su origen criollo.",5491150997146.0,"Costa Rica 6020, C1414 Cdad. Autónoma de Buenos Aires",4.2,2343,https://olibuenosaires.com/,,32.590379432926994,True,close,-34.5793295,-58.4391353
Anafe,Restaurante,Restaurant,@anafe.ba,,"Virrey Avilés 3216, C1426 Cdad. Autónoma de Buenos Aires",4.2,2327,http://www.anafe.com.ar/,moderate,32.56161219717558,True,close,-34.5739206,-58.458926899999994
Loreto Garden Bar,Bar,Restaurant,"Easygoing daytime hangout surrounded by greenery, furnishing light fare with vegan-friendly options.",5491124732589.0,"Virrey Loreto 2912, C1426DYD Cdad. Autónoma de Buenos Aires",4.4,1635,https://www.instagram.com/loretogardenbar,moderate,32.56004187551585,True,close,-34.5724088,-58.453633
Coco Café,Cafetería,Cafe,,5491148437491.0,"Cabello 3794, C1425APP Cdad. Autónoma de Buenos Aires",3.9,4159,http://www.cococafe.com.ar/,moderate,32.4997543776957,True,close,-34.5801251,-58.4129947
Tienda de Café,Cafetería,Cafe,Tienda de Café Calle Lacroze,,"Av. Federico Lacroze 2195, C1426 Cdad. Autónoma de Buenos Aires",4.1,2746,http://www.tiendadecafe.com.ar/,moderate,32.464885212990616,True,open,-34.567769,-58.4430299
Ribs al Río - Paseo Infanta,Restaurante,Restaurant,Ribs y ahumados texanos.,,"Av. del Libertador 3883 Arco 6, C1425 Cdad. Autónoma de Buenos Aires",4.3,1899,https://instagram.com/ribsalrio?igshid=Yzg5MTU1MDY=,,32.46331941016449,True,close,-34.570691,-58.422031399999995
TACCOFF,Restaurante,Espresso bar,"Taccoff es un espacio gastronómico 100% Gluten Free, donde todos pueden disfrutar en libertad, sin restricciones una amplia variedad de sabores, con la seguridad de saber que nuestros productos son realizados con las mejores materias primas certificadas SIN TACC.
No te pierdas nuestra pastelería y el más rico café, ensaladas, pastas, pizzas y los mejores sabores sin notar que son sin tacc.",5491124533780.0,"Nicaragua 5977, C1414 Palermo, Cdad. Autónoma de Buenos Aires",4.3,1883,https://www.taccoff.com.ar/,,32.426955557086124,True,open,-34.5785529,-58.4371113
La Cava Jufré,Bar,Wine club,Bar de Vinos y Vinoteca,5491147757501.0,"Jufré 201, C1414AYE Cdad. Autónoma de Buenos Aires",4.5,1342,https://lacavajufre.com.ar/,moderate,32.41197538435457,True,open,-34.597115699999996,-58.430819199999995
Gran Parrilla lo de Jaime,Restaurante,Grill,Parrilla .hamburguesa. milanesas gigantes tortillas espectaculares,5491131680846.0,"Honduras 4518, C1414 Cdad. Autónoma de Buenos Aires",4.2,2238,https://www.instagram.com/granparrillalodejaime,moderate,32.39789538971477,True,close,-34.592061099999995,-58.425385899999995
Jerome Las Cañitas,Bar,Brewpub,"Restaurante y bar pensado para que puedas disfrutar nuestra propuesta gastronómica acompañada de las mejores cervezas artesanales (tradicionales y belgas), una variada carta de cocktails, y vinos (por botella o por copa de diferentes etiquetas y cepas).",5491164723635.0,"Av. Gral. Indalecio Chenaut 1878, C1426DIO Cdad. Autónoma de Buenos Aires",4.2,2234,https://www.facebook.com/Jerome-Las-Ca%C3%B1itas-501315750073667/,moderate,32.39038532960021,True,open,-34.571179,-58.431863
