titulo,categoria,telefono,direccion,ciudad,rating,cantidad_reviews,url,dominio,place_id,emails,tiene_web_propia,es_cadena,fecha_extraccion
Coco Café,Cafe,+54114772-7890,"Demaría 4615, C1425APP Cdad. Autónoma de Buenos Aires",Buenos Aires,4.1,1739,http://www.cococafe.com.ar/,www.cococafe.com.ar,ChIJIQJTa3m1vJURM6pBQL0rOiE,info@cococafe.com.ar,True,False,2025-10-20T21:14:31.810338
Salón 1923,Espresso bar,+54113779-8847,"Avenida de mayo 1370 16º salón, 1085 Buenos Aires",Buenos Aires,4.1,1442,https://salon1923.com/,salon1923.com,ChIJeWn5EGTLvJURAmCtKiJ7PvQ,reservas@salon1923.com,True,False,2025-10-20T21:14:59.213038
Dashi House,Sushi restaurant,+54114066-4169,"Fitz Roy 1613, C1414CHW Cdad. Autónoma de Buenos Aires",Buenos Aires,4.1,1422,http://www.dashi.com.ar/,www.dashi.com.ar,ChIJVxG_oY21vJURfjTL4zgPkU0,"catering@dashi.com.ar, escuela@dashi.com.ar, info@dashi.com.ar, rrhh@dashi.com.ar",True,False,2025-10-20T21:15:02.626365
Artina cafe,Espresso bar,+549113785-8134,"Av. Lope de Vega 2939, C1417 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.1,1030,https://artinacafe.com/,artinacafe.com,ChIJPcr1hSa3vJURkDJqN4wY0QY,argentinainfo@artincafe.com,True,False,2025-10-20T21:15:40.439877
Cielo Sky Bar,Bar,+54113985-7820,"Cielo Sky Bar, Cerrito 180 Piso 13, C1010 Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,4.1,1019,https://www.hotelgrandbrizobuenosaires.com/es/gastronomia/,www.hotelgrandbrizobuenosaires.com,ChIJt3Vv7rPLvJURhOgYg2SrW_g,"cieloskybar.ba@grandbrizohoteles.com, cieloskybar.ba@grandbrizohoteles.compara, comercial.gbba@grandbrizohoteles.com, htierra.ba@grandbrizohoteles.com, reservas.ba@grandbrizohoteles.com, tierra.ba@grandbrizohoteles.com",True,False,2025-10-20T21:15:43.883872
Club Cultural Matienzo,Cultural center,+54112837-2102,"Av. Juan Bautista Justo 2959, C1414CXF Villa Crespo, Cdad. Autónoma de Buenos Aires",Villa Crespo,4.1,913,http://www.ccmatienzo.com.ar/,www.ccmatienzo.com.ar,ChIJU7cbTnrKvJURnqmP5zAI5Uo,info@ccmatienzo.com.ar,True,False,2025-10-20T21:16:01.815270
Hell´s Palermo,Pizza restaurant,+54115506-2745,"Humboldt 1654, C1414CTP Cdad. Autónoma de Buenos Aires",Buenos Aires,4.0,5866,http://www.hells-pizza.com/,www.hells-pizza.com,ChIJYbQayI21vJUR5z6BgFYb2Yk,masticar.@hellspizza.ar,True,False,2025-10-20T21:19:06.072176
Plaza Asturias,Restaurante de cocina española,+54114382-7334,"Av. de Mayo 1185, C1085 Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,4.0,5177,https://plaza-asturias.com.ar/,plaza-asturias.com.ar,ChIJKfvvodrKvJURuRSd_CV8x-k,info@plaza-asturias.com.ar,True,False,2025-10-20T21:19:34.552665
Locos X El Fútbol,Sports bar,+54116879-4903,"Av. Gral. Las Heras 2101, C1127 AAD, Cdad. Autónoma de Buenos Aires, Argentina",AAD,4.0,2571,http://www.locosxelfutbol.com.ar/,www.locosxelfutbol.com.ar,ChIJzxL_faLKvJUR6sSUbWixj-M,contacto@locosxelfutbol.com.ar,True,False,2025-10-20T21:20:42.052481
"Chungo Ice Cream, Coffee and Delicatessen",Ice cream shop,+54114781-6543,"Virrey del Pino 2500, C1426 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.0,1287,http://www.chungo.com.ar/,www.chungo.com.ar,ChIJ4T-mOtC1vJURjw_hD9BTXFw,"eventos@chungo.com.ar, exportacion@chungo.com.ar, rrhh@chungo.com.ar, ventas@chungo.com.ar",True,False,2025-10-20T21:22:29.011634
Bar Franklin,Bar,+54115250-3229,"5800, C1431BZT, Franklin D. Roosevelt 5748, 1431 Buenos Aires",Buenos Aires,4.0,1150,http://www.barfranklin.com.ar/,www.barfranklin.com.ar,ChIJ1whu-lq2vJUR3nif4Yc1998,info@barfranklin.com.ar,True,False,2025-10-20T21:22:37.662214
Chocorisimo Caseros,Ice cream shop,+54810-220-2000,"B1678AEP, Justo José de Urquiza 4876, B1678AEP Caseros, Provincia de Buenos Aires",Caseros,4.0,1145,http://www.chocorisimo.com/,www.chocorisimo.com,ChIJoS8ybCO4vJURbUMa-ruhdr4,"daniel@chocorisimo.com, esteban@chocorisimo.comcontactomail, franquicias@chocorisimo.com, franquicias@chocorisimo.cominternacionales, info@chocorisimo.com",True,False,2025-10-20T21:22:39.523150
Eggs & Greens Café,Health food restaurant,+54116554-8505,"Soldado de la Independencia 670, C1426 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.0,430,https://eggsandgreens.com/,eggsandgreens.com,ChIJ5zfPk9m1vJURpp7za1j9NpE,info@eggsandgreens.com,True,False,2025-10-20T21:24:00.668147
La Ferneteria (Palermo Soho),Bar,,"Serrano 1349, C1414 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,3.9,4491,http://www.laferneteria.com/,www.laferneteria.com,ChIJWdSQvIm1vJURPz9lrNP5reQ,"eventos@laferneteria.com, rrhh@laferneteria.com, vipevents@laferneteria.com",True,False,2025-10-20T21:25:12.651508
Yolo Bar,Bar,,"Charcas 4800, C1425 BNT, Cdad. Autónoma de Buenos Aires",BNT,3.9,666,http://www.yolobar.com.ar/,www.yolobar.com.ar,ChIJAenyNIW1vJURovKGvJtWmNQ,reservas@yolobar.com.ar,True,False,2025-10-20T21:26:48.700272
Chela Karaoke,Bar,+54112398-0299,"Honduras 5309, C1176 Cdad. Autónoma de Buenos Aires",Buenos Aires,3.9,318,http://www.chelacraftbeer.com/,www.chelacraftbeer.com,ChIJK7E7G7-1vJURCHXraQdDTeo,chelacraftbeer@gmail.com,True,False,2025-10-20T21:27:07.481118
Coto Saavedra,Hypermarket,+54114544-7146,"Av. Dr. Ricardo Balbín 4027, C1430 Cdad. Autónoma de Buenos Aires",Buenos Aires,3.8,7773,http://www.coto.com.ar/?utm_source=gmb&utm_medium=organic,www.coto.com.ar,ChIJN_vZluy2vJURa34_4aY4Mq8,info@coto.com.ar,True,False,2025-10-20T21:27:45.328985
Imperial Beerhouse,Bar,+549115482-5090,"Av. del Libertador 4096, C1426 Cdad. Autónoma de Buenos Aires",Buenos Aires,3.8,681,https://www.cervezaimperial.com.ar/beerhouse-imperial,www.cervezaimperial.com.ar,ChIJz1bVPzu1vJURQpZZJ_z7kbw,privacidadccucontactanosatencionalconsumidor@ccu.com.arimperial,True,False,2025-10-20T21:29:23.947817
Todo Mundo Club,Restaurant,+54114362-2354,"Don Anselmo Aieta 1095, C1103 AAA, Cdad. Autónoma de Buenos Aires",AAA,3.6,2322,http://www.todomundosantelmo.com.ar/,www.todomundosantelmo.com.ar,ChIJTwWpTdM0o5UR48yZokW2Z_s,todomundosantelmo@gmail.com,True,False,2025-10-20T21:30:30.510946
Frere,Night club,+549116378-7964,"Olleros 1775, C1426CRE Cdad. Autónoma de Buenos Aires",Buenos Aires,3.4,368,http://www.frerebsas.com.ar/,www.frerebsas.com.ar,ChIJB2MDObi1vJUROKhMYGFwPxo,publicidadfrere@gmail.com,True,False,2025-10-20T21:31:09.851297
